Quarter,Station,StationName,ChargerType,Avg_Degree_Per_Day
2023-Q4,BZ10,中華賓士_花蓮,DC,34.32
2023-Q4,BZ11,中華賓士_台北內湖,DC,140.29
2023-Q4,BZ12,台明賓士_新北三重,DC,90.97
2023-Q4,BZ13,聯立賓士_新竹,DC,104.48
2023-Q4,BZ14,聯立賓士-中壢,DC,91.15
2023-Q4,BZ15,中華賓士_台中(西屯區),AC,0.74
2023-Q4,BZ16,中華賓士_北台中,AC,6.29
2023-Q4,BZ17,中華賓士_彰化員林,AC,1.49
2023-Q4,BZ18,中華賓士_嘉義,AC,0.33
2023-Q4,BZ19,中華賓士_台北南港,AC,10.1
2023-Q4,BZ20,中華賓士_高雄中山,AC,7.86
2023-Q4,BZ21,裕賓賓士_宜蘭,DC,58.36
2023-Q4,DD00,建國北路高架A區,AC,130.47
2023-Q4,DD01,建國北路高架B區,AC,108.9
2023-Q4,DD02,建國北路高架G區,AC,80.41
2023-Q4,DD03,建國北路高架H區,AC,61.39
2023-Q4,DD04,建國北路高架IA區,AC,74.94
2023-Q4,EV00,台北內湖旗艦站,AC,72.18
2023-Q4,EV00,台北內湖旗艦站,DC,489.55
2023-Q4,EV01,高雄鳳頂高爾夫練習場,AC,7.65
2023-Q4,EV02,嘉義優遊吧斯,AC,4.2
2023-Q4,EV03,新竹老爺關西高爾夫,AC,21.16
2023-Q4,EV04,桃園JC PARK春日館,AC,34.16
2023-Q4,EV05,台中港酒店,AC,23.71
2023-Q4,EV06,台中裕元花園酒店,AC,49.89
2023-Q4,EV07,宜蘭新月廣場,AC,95.04
2023-Q4,EV08,Times台南U.I.J Hotel & Hostel停車場,AC,11.84
2023-Q4,EV09,台北大倉久和大飯店,AC,12.11
2023-Q4,EV10,高雄漢神百貨,AC,59.71
2023-Q4,EV11,台北台日交流協會,AC,21.83
2023-Q4,EV12,宜蘭安永心食館,DC,13.26
2023-Q4,EV13,新竹昌益科技產發園區,AC,94.96
2023-Q4,EV14,台北花園大酒店,AC,19.64
2023-Q4,EV15,嘉義翁聚德觀光工廠,AC,2.39
2023-Q4,EV15,嘉義翁聚德觀光工廠,DC,127.52
2023-Q4,EV16,嘉義耐斯王子大飯店,AC,22.56
2023-Q4,EV17,台北信義之星(限住戶使用),AC,8.5
2023-Q4,EV18,台中福華大飯店,AC,23.74
2023-Q4,EV19,苗栗天空之城,AC,4.87
2023-Q4,EV20,新北土城日月光廣場,AC,23.38
2023-Q4,EV20,新北土城日月光廣場,DC,43.68
2023-Q4,EV21,新北馥蘭朵烏來渡假酒店,AC,2.04
2023-Q4,EV22,宜蘭五結綠舞觀光飯店,AC,8.46
2023-Q4,EV23,台中豐原高爾夫球場,AC,19.59
2023-Q4,EV24,宜蘭礁溪立體停車場(原宜蘭九號溫泉),AC,42.66
2023-Q4,EV24,宜蘭礁溪立體停車場(原宜蘭九號溫泉),DC,73.97
2023-Q4,EV25,新北萬里沐舍酒店,DC,17.44
2023-Q4,EV26,宜蘭外澳服務區停車場,AC,6.62
2023-Q4,EV27,新竹豐邑喜來登大飯店,AC,54.66
2023-Q4,EV28,新竹Big City遠東巨城,AC,156.31
2023-Q4,EV29,高雄大榮中學停車場,AC,94.47
2023-Q4,EV30,雲林斗六緻麗伯爵酒店,AC,12.25
2023-Q4,EV31,新北永和比漾廣場,AC,50.49
2023-Q4,EV32,台中米平方廣場,AC,28.91
2023-Q4,EV33,台東日暉國際渡假村,AC,3.67
2023-Q4,EV34,台北維多麗亞酒店,AC,9.28
2023-Q4,EV35,宜蘭蘭陽烏石港海景酒店,AC,10.71
2023-Q4,EV36,台中豐邑MOXY酒店,AC,42.26
2023-Q4,EV37,高雄SKM Park,AC,63.33
2023-Q4,EV38,花蓮立閣人文旅店,AC,6.37
2023-Q4,EV38,花蓮立閣人文旅店,DC,16.33
2023-Q4,EV39,新北汐止宏碁大樓(限大樓員工/廠商使用),AC,27.87
2023-Q4,EV40,新北大板根森林溫泉渡假村,AC,18.79
2023-Q4,EV41,台南長榮酒店,AC,23.17
2023-Q4,EV42,苗栗三義車亭服務區,DC,238.05
2023-Q4,EV43,台南南瀛綠都心停車場,AC,42.6
2023-Q4,EV44,新北新店大豐停車場,AC,87.04
2023-Q4,EV45,新北新店寶橋停車場,AC,240.88
2023-Q4,EV46,台北101購物中心,AC,170.48
2023-Q4,EV46,台北101購物中心,DC,230.69
2023-Q4,EV47,新竹和選旅,AC,27.02
2023-Q4,EV47,新竹和選旅,DC,20.72
2023-Q4,EV48,新北汐止宏碁公司(限宏碁員工/廠商使用),AC,28.82
2023-Q4,EV49,嘉義故宮南院 ,AC,23.57
2023-Q4,EV50,溪頭盛軒森林渡假會館,AC,4.96
2023-Q4,EV51,南投集集金格民宿,AC,1.36
2023-Q4,EV52,雀客藏居_台北陽明山,AC,5.19
2023-Q4,EV53,高雄展覽館,AC,9.63
2023-Q4,EV53,高雄展覽館,DC,17.46
2023-Q4,EV54,台南富農停車場,AC,28.44
2023-Q4,EV55,南投埔里故事館,AC,3.96
2023-Q4,EV56,花蓮芳草古樹花園,AC,4.77
2023-Q4,EV57,花蓮本來食藝空間,AC,1.01
2023-Q4,EV58,MITSUI OUTLET PARK 林口Ⅰ館,AC,339.34
2023-Q4,EV59,小港立體停車場,AC,7.74
2023-Q4,EV59,小港立體停車場,DC,12.73
2023-Q4,EV60,桃園龍潭渴望會館,AC,15.19
2023-Q4,EV61,台北101_賓士目的地充電站,AC,161.48
2023-Q4,EV62,高雄右昌停車場,AC,7.39
2023-Q4,EV63,高雄漢神巨蛋,AC,47.87
2023-Q4,EV64,嘉義阿里山英迪格酒店,AC,34.13
2023-Q4,EV66,高雄景昌停車場,AC,5.63
2023-Q4,EV67,新焦點麗車坊_台南永華門市,DC,14.53
2023-Q4,EV68,新北新店台北慈濟醫院,AC,47.16
2023-Q4,EV69,新北八里福朋喜來登酒店,AC,16.72
2023-Q4,EV70,新竹老爺酒店,AC,7.71
2023-Q4,EV71,南投日月潭御朝休閒渡假村,AC,0.52
2023-Q4,EV72,桃園悅華大酒店,AC,44.47
2023-Q4,EV73,群聯電子苗栗竹南分公司,AC,92.99
2023-Q4,EV74,台南鼎豐金華停車場,AC,12.17
2023-Q4,EV75,桃園龍潭渴望研究園,AC,0.86
2023-Q4,EV76,台中金典酒店,AC,40.96
2023-Q4,EV77,日月潭力麗溫德姆溫泉酒店,AC,3.8
2023-Q4,EV78,高雄永發左營高鐵後站停車場,AC,12.99
2023-Q4,EV79,宜蘭OA HOTEL,AC,15.33
2023-Q4,EV80,宜蘭凱渡廣場酒店,AC,26.6
2023-Q4,EV81,台南鼎豐湯城停車場,AC,7.66
2023-Q4,EV82,嘉義吳鳳公園,AC,0.95
2023-Q4,EV82,嘉義吳鳳公園,DC,46.05
2023-Q4,EV83,台北企業總部園區,AC,33.54
2023-Q4,EV84,南投日月潭諾丁丘民宿,AC,0.42
2023-Q4,EV85,台東航空站,AC,1.27
2023-Q4,EV85,台東航空站,DC,5.68
2023-Q4,EV86,桃園元素格鬥健身會館,AC,4.27
2023-Q4,EV87,桃園鼎豐巧合停車場,AC,16.87
2023-Q4,EV89,台中林酒店,AC,66.99
2023-Q4,EV90,屏東墾丁瑪雅之家,DC,0
2023-Q4,EV91,新北市南林科技園區立體停車場(僅限內部員工使用),AC,1.65
2023-Q4,EV93,旅幸福_台中館,AC,0.03
2023-Q4,EV94,宜蘭玉蘭函館,AC,0.73
2023-Q4,EV95,台北市松山運動中心,AC,4.92
2023-Q4,EV96,宜蘭文青苑民宿(1/10、15~18不對外開放),AC,0
2023-Q4,EV97,桃園名人堂花園大飯店,AC,6.44
2023-Q4,EV98,全之駐國立臺南生活美學館停車場,AC,0
2023-Q4,FC00,屏東幸福公園停車場,AC,277.08
2023-Q4,FC01,桃園長庚高爾夫球場,AC,32.7
2023-Q4,FC02,桃捷長庚醫院站共開大樓,AC,38.67
2023-Q4,FC03,宜蘭礁溪寒沐酒店,AC,11.67
2023-Q4,FC04,高雄市環保局戶外停車場,AC,1.64
2023-Q4,FC05,桃園中華航空企業總部(限內部員工使用),AC,65.12
2023-Q4,FC06,輔大醫療大樓停車場(國璽樓),AC,0.71
2023-Q4,FE00,華城_中壢廠員工停車場,AC,2.45
2023-Q4,FH00,雀客旅館_新北蘆洲,AC,9.31
2023-Q4,FH01,F-Hotel_嘉義館,AC,2.4
2023-Q4,FM00,全家_屏東車城風車店,DC,21.12
2023-Q4,HS00,金弘笙_新竹竹北店,DC,226.02
2023-Q4,HS01,金弘笙_台南永康店,DC,88.39
2023-Q4,HS02,金弘笙_高雄九如店,DC,134.04
2023-Q4,LX00,LEXUS_台北濱江服務廠,DC,8
2023-Q4,LX01,LEXUS_台北內湖營業所,DC,33.01
2023-Q4,LX02,LEXUS_桃園營業所,DC,26.7
2023-Q4,LX03,LEXUS_台中營業所,DC,52.79
2023-Q4,LX04,LEXUS_台南營業所,DC,9.49
2023-Q4,LX05,LEXUS_高雄民族營業所,DC,12.12
2023-Q4,MG00,MG順怡汽車_台中沙鹿,AC,0.47
2023-Q4,SM00,統一精工速邁樂南屯,DC,0
2023-Q4,SM01,統一精工速邁樂新營二,DC,0
2023-Q4,SP00,新竹生醫科學園區,AC,25.23
2023-Q4,SP01,新竹科學園區_活動中心,AC,29.59
2023-Q4,SP06,竹南科學園區_服務處,AC,20.28
2023-Q4,ST00,星巴克_台中沙鹿北勢門市,DC,35.5
2023-Q4,SY00,順益汽車_濱江營業所,AC,2.99
2023-Q4,SY01,順益汽車_中和營業所,AC,6.52
2023-Q4,SY02,順益汽車_中壢營業所,AC,4.97
2023-Q4,TH00,屏東統一墾丁渡假村,AC,2.31
2023-Q4,TH01,新竹統一馬武督渡假會議中心,AC,5.83
2023-Q4,TH02,台中統一谷關渡假村,AC,6.31
2023-Q4,TK00,燦坤_台中五權店,DC,111.1
2023-Q4,TK01,燦坤_新竹光復店,AC,3.64
2023-Q4,TK01,燦坤_新竹光復店,DC,42.7
2023-Q4,TK02,燦坤_台北內湖總部,AC,28.28
2023-Q4,TK03,燦坤_高雄華榮店,DC,69.15
2023-Q4,TK04,燦坤_竹北神山超越店,DC,97.51
2023-Q4,TK05,燦坤_台中超越店,DC,52.59
2023-Q4,TK08,燦坤_基隆安樂店,AC,2.8
2023-Q4,TK09,燦坤_新北淡水中山店,AC,7.39
2023-Q4,TK10,燦坤_彰化中正店,AC,2.03
2023-Q4,TK11,燦坤_嘉義旗艦店,AC,1
2023-Q4,TK11,燦坤_嘉義旗艦店,DC,12.28
2023-Q4,TK12,燦坤_高雄新岡山店,AC,1.91
2023-Q4,TS00,台糖_台北會館,AC,8.87
2023-Q4,TTEST001,華城內部測試站點,AC,3.32
2023-Q4,TTEST001,華城內部測試站點,DC,0
2023-Q4,TY00,TOYOTA新莊充電站(DC),DC,103.17
2023-Q4,TY01,TOYOTA內湖充電站(DC),DC,42.3
2023-Q4,TY02,TOYOTA中壢充電站(DC),DC,60.57
2023-Q4,TY03,TOYOTA中台中充電站(DC),DC,129.85
2023-Q4,TY04,TOYOTA北台南充電站(DC),DC,30.88
2023-Q4,TY05,TOYOTA北高雄充電站(DC),DC,34.39
2023-Q4,YK00,台北新光南港軟體園區,AC,37.37
2023-Q4,YK00,台北新光南港軟體園區,DC,16.82
2023-Q4,YK01,台北內湖亞太經貿廣場A棟,AC,15.81
2023-Q4,YK02,新北淡水新光淡江複合學舍,AC,20.86
2024-Q1,NULL,NULL,AC,313.28
2024-Q1,7E00,7-11_桃園江園門市,DC,157.42
2024-Q1,7E01,7-11_南投邵月門市(原鑫中潭),DC,49.56
2024-Q1,7E03,7-11_南投竹秀門市,DC,137.8
2024-Q1,7E04,7-11_台東卑南門市,DC,29.97
2024-Q1,7E05,7-11_高雄得富門市,DC,88.04
2024-Q1,7E06,7-11_台中成功嶺門市,DC,100.09
2024-Q1,7E07,7-11_雲林保庄門市,DC,77.53
2024-Q1,7E10,7-11_新竹冠亨門市,DC,103.35
2024-Q1,7E11,7-11_台中建日門市,DC,106.05
2024-Q1,BQ00,桃園南崁特力家居,AC,39.17
2024-Q1,BQ00,桃園南崁特力家居,DC,102.09
2024-Q1,BQ01,Life1生活廣場高雄館,AC,10.34
2024-Q1,BQ01,Life1生活廣場高雄館,DC,15.26
2024-Q1,BQ02,Life1生活廣場台南館,DC,100.24
2024-Q1,BZ00,台隆賓士_台北濱江,DC,65.09
2024-Q1,BZ01,賓航賓士_新北中和,DC,139.58
2024-Q1,BZ02,賓泓賓士_台南(南區),DC,43.71
2024-Q1,BZ03,德冠賓士_高雄,DC,109.06
2024-Q1,BZ04,中彰賓士_台中,DC,77.56
2024-Q1,BZ05,中華賓士_台北關渡,DC,104.13
2024-Q1,BZ06,中華賓士_桃園,DC,94.16
2024-Q1,BZ07,中華賓士_台中河南,DC,128.28
2024-Q1,BZ08,中華賓士_台南(永康區),DC,46.59
2024-Q1,BZ09,中華賓士_高屏,DC,53.44
2024-Q1,BZ10,中華賓士_花蓮,DC,40.95
2024-Q1,BZ11,中華賓士_台北內湖,DC,141.05
2024-Q1,BZ12,台明賓士_新北三重,DC,86.47
2024-Q1,BZ13,聯立賓士_新竹,DC,90.23
2024-Q1,BZ14,聯立賓士-中壢,DC,107.5
2024-Q1,BZ15,中華賓士_台中(西屯區),AC,1.59
2024-Q1,BZ16,中華賓士_北台中,AC,9.3
2024-Q1,BZ17,中華賓士_彰化員林,AC,1.81
2024-Q1,BZ18,中華賓士_嘉義,AC,0.38
2024-Q1,BZ19,中華賓士_台北南港,AC,10.25
2024-Q1,BZ20,中華賓士_高雄中山,AC,10.77
2024-Q1,BZ21,裕賓賓士_宜蘭,DC,39.45
2024-Q1,DD00,建國北路高架A區,AC,82.57
2024-Q1,DD01,建國北路高架B區,AC,89.27
2024-Q1,DD02,建國北路高架G區,AC,60.36
2024-Q1,DD03,建國北路高架H區,AC,56.42
2024-Q1,DD04,建國北路高架IA區,AC,58.77
2024-Q1,EA01,高雄華園親子飯店草衙館,AC,17.8
2024-Q1,EA02,桃園華泰名品城(二期),AC,55.23
2024-Q1,EA03,桃園華泰名品城(三期),AC,26.45
2024-Q1,EA04,高雄星澄風旅,AC,0.89
2024-Q1,EA05,台北市文山運動中心,AC,0.54
2024-Q1,EV00,台北內湖旗艦站,AC,109.35
2024-Q1,EV00,台北內湖旗艦站,DC,425.45
2024-Q1,EV01,高雄鳳頂高爾夫練習場,AC,12.15
2024-Q1,EV02,嘉義優遊吧斯,AC,2.99
2024-Q1,EV03,新竹老爺關西高爾夫,AC,23.07
2024-Q1,EV04,桃園JC PARK春日館,AC,44.55
2024-Q1,EV05,台中港酒店,AC,16.6
2024-Q1,EV06,台中裕元花園酒店,AC,48.36
2024-Q1,EV07,宜蘭新月廣場,AC,102.27
2024-Q1,EV08,Times台南U.I.J Hotel & Hostel停車場,AC,9.2
2024-Q1,EV09,台北大倉久和大飯店,AC,11.48
2024-Q1,EV10,高雄漢神百貨,AC,78.25
2024-Q1,EV11,台北台日交流協會,AC,23.72
2024-Q1,EV12,宜蘭安永心食館,DC,7.09
2024-Q1,EV13,新竹昌益科技產發園區,AC,76.19
2024-Q1,EV14,台北花園大酒店,AC,20.1
2024-Q1,EV15,嘉義翁聚德觀光工廠,AC,1.85
2024-Q1,EV15,嘉義翁聚德觀光工廠,DC,128.57
2024-Q1,EV16,嘉義耐斯王子大飯店,AC,27.46
2024-Q1,EV17,台北信義之星(限住戶使用),AC,9.22
2024-Q1,EV18,台中福華大飯店,AC,29.66
2024-Q1,EV19,苗栗天空之城,AC,1.86
2024-Q1,EV20,新北土城日月光廣場,AC,30.62
2024-Q1,EV20,新北土城日月光廣場,DC,45.55
2024-Q1,EV21,新北馥蘭朵烏來渡假酒店,AC,2.35
2024-Q1,EV22,宜蘭五結綠舞觀光飯店,AC,8.04
2024-Q1,EV23,台中豐原高爾夫球場,AC,16.14
2024-Q1,EV24,宜蘭礁溪立體停車場(原宜蘭九號溫泉),AC,47.49
2024-Q1,EV24,宜蘭礁溪立體停車場(原宜蘭九號溫泉),DC,51.38
2024-Q1,EV25,新北萬里沐舍酒店,DC,10.38
2024-Q1,EV26,宜蘭外澳服務區停車場,AC,2.43
2024-Q1,EV27,新竹豐邑喜來登大飯店,AC,58.41
2024-Q1,EV28,新竹Big City遠東巨城,AC,168.82
2024-Q1,EV29,高雄大榮中學停車場,AC,73.67
2024-Q1,EV30,雲林斗六緻麗伯爵酒店,AC,13.14
2024-Q1,EV31,新北永和比漾廣場,AC,57.28
2024-Q1,EV32,台中米平方廣場,AC,24.86
2024-Q1,EV33,台東日暉國際渡假村,AC,5.18
2024-Q1,EV34,台北維多麗亞酒店,AC,9.23
2024-Q1,EV35,宜蘭蘭陽烏石港海景酒店,AC,6.46
2024-Q1,EV36,台中豐邑MOXY酒店,AC,39.44
2024-Q1,EV37,高雄SKM Park,AC,62.68
2024-Q1,EV38,花蓮立閣人文旅店,AC,5.94
2024-Q1,EV38,花蓮立閣人文旅店,DC,18.93
2024-Q1,EV39,新北汐止宏碁大樓(限大樓員工/廠商使用),AC,22.27
2024-Q1,EV40,新北大板根森林溫泉渡假村,AC,18.62
2024-Q1,EV41,台南長榮酒店,AC,25.21
2024-Q1,EV42,苗栗三義車亭服務區,DC,209.22
2024-Q1,EV43,台南南瀛綠都心停車場,AC,47.68
2024-Q1,EV44,新北新店大豐停車場,AC,108.82
2024-Q1,EV45,新北新店寶橋停車場,AC,247.82
2024-Q1,EV46,台北101購物中心,AC,294.73
2024-Q1,EV46,台北101購物中心,DC,231.67
2024-Q1,EV47,新竹和選旅,AC,31.35
2024-Q1,EV47,新竹和選旅,DC,20.57
2024-Q1,EV48,新北汐止宏碁公司(限宏碁員工/廠商使用),AC,21.94
2024-Q1,EV49,嘉義故宮南院 ,AC,23.55
2024-Q1,EV50,溪頭盛軒森林渡假會館,AC,1.97
2024-Q1,EV51,南投集集金格民宿,AC,0.54
2024-Q1,EV52,雀客藏居_台北陽明山,AC,6.63
2024-Q1,EV53,高雄展覽館,AC,5.75
2024-Q1,EV53,高雄展覽館,DC,11.72
2024-Q1,EV54,台南富農停車場,AC,20.22
2024-Q1,EV55,南投埔里故事館,AC,3.32
2024-Q1,EV56,花蓮芳草古樹花園,AC,3.46
2024-Q1,EV57,花蓮本來食藝空間,AC,0.2
2024-Q1,EV58,MITSUI OUTLET PARK 林口Ⅰ館,AC,365.93
2024-Q1,EV59,小港立體停車場,AC,6.29
2024-Q1,EV59,小港立體停車場,DC,14.18
2024-Q1,EV60,桃園龍潭渴望會館,AC,9.46
2024-Q1,EV61,台北101_賓士目的地充電站,AC,135.8
2024-Q1,EV62,高雄右昌停車場,AC,5.3
2024-Q1,EV63,高雄漢神巨蛋,AC,41
2024-Q1,EV64,嘉義阿里山英迪格酒店,AC,27.75
2024-Q1,EV66,高雄景昌停車場,AC,9.98
2024-Q1,EV67,新焦點麗車坊_台南永華門市,DC,34.99
2024-Q1,EV68,新北新店台北慈濟醫院,AC,51.63
2024-Q1,EV69,新北八里福朋喜來登酒店,AC,22.05
2024-Q1,EV70,新竹老爺酒店,AC,11.8
2024-Q1,EV71,南投日月潭御朝休閒渡假村,AC,2.38
2024-Q1,EV72,桃園悅華大酒店,AC,53.53
2024-Q1,EV73,群聯電子苗栗竹南分公司,AC,77.8
2024-Q1,EV74,台南鼎豐金華停車場,AC,7.32
2024-Q1,EV75,桃園龍潭渴望研究園,AC,3.87
2024-Q1,EV76,台中金典酒店,AC,44.02
2024-Q1,EV77,日月潭力麗溫德姆溫泉酒店,AC,13.47
2024-Q1,EV78,高雄永發左營高鐵後站停車場,AC,16.71
2024-Q1,EV79,宜蘭OA HOTEL,AC,6.36
2024-Q1,EV80,宜蘭凱渡廣場酒店,AC,19.95
2024-Q1,EV81,台南鼎豐湯城停車場,AC,17.91
2024-Q1,EV82,嘉義吳鳳公園,AC,1.13
2024-Q1,EV82,嘉義吳鳳公園,DC,43.9
2024-Q1,EV83,台北企業總部園區,AC,38.47
2024-Q1,EV84,南投日月潭諾丁丘民宿,AC,1.58
2024-Q1,EV85,台東航空站,AC,2.77
2024-Q1,EV85,台東航空站,DC,4.76
2024-Q1,EV86,桃園元素格鬥健身會館,AC,7.35
2024-Q1,EV87,桃園鼎豐巧合停車場,AC,12.34
2024-Q1,EV89,台中林酒店,AC,73.84
2024-Q1,EV90,屏東墾丁瑪雅之家,DC,2.1
2024-Q1,EV91,新北市南林科技園區立體停車場(僅限內部員工使用),AC,9.5
2024-Q1,EV92,桃園華泰名品城(一期),AC,32.5
2024-Q1,EV93,旅幸福_台中館,AC,2.4
2024-Q1,EV94,宜蘭玉蘭函館,AC,1.85
2024-Q1,EV95,台北市松山運動中心,AC,14.17
2024-Q1,EV96,宜蘭文青苑民宿(1/10、15~18不對外開放),AC,0.65
2024-Q1,EV97,桃園名人堂花園大飯店,AC,36.89
2024-Q1,EV98,全之駐國立臺南生活美學館停車場,AC,0.13
2024-Q1,EV99,桃園市八德國民運動中心,AC,17.67
2024-Q1,FC00,屏東幸福公園停車場,AC,305.17
2024-Q1,FC01,桃園長庚高爾夫球場,AC,38.59
2024-Q1,FC02,桃捷長庚醫院站共開大樓,AC,39.16
2024-Q1,FC03,宜蘭礁溪寒沐酒店,AC,12.46
2024-Q1,FC04,高雄市環保局戶外停車場,AC,0.52
2024-Q1,FC05,桃園中華航空企業總部(限內部員工使用),AC,58.72
2024-Q1,FC06,輔大醫療大樓停車場(國璽樓),AC,5.25
2024-Q1,FC07,南投縣政府綜合大樓停車場,AC,0.22
2024-Q1,FC08,Times_南門市場停車場,AC,2.71
2024-Q1,FH00,雀客旅館_新北蘆洲,AC,10.42
2024-Q1,FH01,F-Hotel_嘉義館,AC,4.46
2024-Q1,FM00,全家_屏東車城風車店,DC,23.15
2024-Q1,HS00,金弘笙_新竹竹北店,DC,184.45
2024-Q1,HS01,金弘笙_台南永康店,DC,79.59
2024-Q1,HS02,金弘笙_高雄九如店,DC,113.71
2024-Q1,KU00,藏壽司_羅東中山路店,DC,0
2024-Q1,LX00,LEXUS_台北濱江服務廠,DC,9.14
2024-Q1,LX01,LEXUS_台北內湖營業所,DC,26.92
2024-Q1,LX02,LEXUS_桃園營業所,DC,18.78
2024-Q1,LX03,LEXUS_台中營業所,DC,41.25
2024-Q1,LX04,LEXUS_台南營業所,DC,6.94
2024-Q1,LX05,LEXUS_高雄民族營業所,DC,22.87
2024-Q1,MG00,MG順怡汽車_台中沙鹿,AC,3.03
2024-Q1,MG01,MG順怡汽車_彰化員林,AC,2.92
2024-Q1,SP00,新竹生醫科學園區,AC,22.57
2024-Q1,SP01,新竹科學園區_活動中心,AC,31.19
2024-Q1,SP06,竹南科學園區_服務處,AC,17.91
2024-Q1,ST00,星巴克_台中沙鹿北勢門市,DC,89.7
2024-Q1,SY00,順益汽車_濱江營業所,AC,1.31
2024-Q1,SY01,順益汽車_中和營業所,AC,4.97
2024-Q1,SY02,順益汽車_中壢營業所,AC,12.31
2024-Q1,TH00,屏東統一墾丁渡假村,AC,4.59
2024-Q1,TH01,新竹統一馬武督渡假會議中心,AC,6.47
2024-Q1,TH02,台中統一谷關渡假村,AC,10.26
2024-Q1,TK00,燦坤_台中五權店,DC,87.32
2024-Q1,TK01,燦坤_新竹光復店,AC,2.14
2024-Q1,TK01,燦坤_新竹光復店,DC,39.21
2024-Q1,TK02,燦坤_台北內湖總部,AC,31.23
2024-Q1,TK03,燦坤_高雄華榮店,DC,62.37
2024-Q1,TK04,燦坤_竹北神山超越店,DC,69.49
2024-Q1,TK05,燦坤_台中超越店,DC,52.27
2024-Q1,TK08,燦坤_基隆安樂店,AC,2.2
2024-Q1,TK09,燦坤_新北淡水中山店,AC,11.59
2024-Q1,TK10,燦坤_彰化中正店,AC,2.66
2024-Q1,TK11,燦坤_嘉義旗艦店,AC,1.16
2024-Q1,TK11,燦坤_嘉義旗艦店,DC,32.94
2024-Q1,TK12,燦坤_高雄新岡山店,AC,1.55
2024-Q1,TS00,台糖_台北會館,AC,5.58
2024-Q1,TTEST001,華城內部測試站點,AC,1.64
2024-Q1,TTEST001,華城內部測試站點,DC,0
2024-Q1,TY00,TOYOTA新莊充電站(DC),DC,65.23
2024-Q1,TY01,TOYOTA內湖充電站(DC),DC,28.88
2024-Q1,TY02,TOYOTA中壢充電站(DC),DC,31.73
2024-Q1,TY03,TOYOTA中台中充電站(DC),DC,69.39
2024-Q1,TY04,TOYOTA北台南充電站(DC),DC,27.2
2024-Q1,TY05,TOYOTA北高雄充電站(DC),DC,27.13
2024-Q1,YK00,台北新光南港軟體園區,AC,37.82
2024-Q1,YK00,台北新光南港軟體園區,DC,14.71
2024-Q1,YK01,台北內湖亞太經貿廣場A棟,AC,16.81
2024-Q1,YK02,新北淡水新光淡江複合學舍,AC,16.35
2024-Q2,NULL,NULL,AC,345.84
2024-Q2,7E00,7-11_桃園江園門市,DC,138.82
2024-Q2,7E01,7-11_南投邵月門市(原鑫中潭),DC,40.36
2024-Q2,7E03,7-11_南投竹秀門市,DC,134.73
2024-Q2,7E04,7-11_台東卑南門市,DC,18.73
2024-Q2,7E05,7-11_高雄得富門市,DC,134.95
2024-Q2,7E06,7-11_台中成功嶺門市,DC,132.74
2024-Q2,7E07,7-11_雲林保庄門市,DC,83.25
2024-Q2,7E10,7-11_新竹冠亨門市,DC,95.41
2024-Q2,7E11,7-11_台中建日門市,DC,110.45
2024-Q2,BQ00,桃園南崁特力家居,AC,38.34
2024-Q2,BQ00,桃園南崁特力家居,DC,104.93
2024-Q2,BQ01,Life1生活廣場高雄館,AC,17.41
2024-Q2,BQ01,Life1生活廣場高雄館,DC,19.9
2024-Q2,BQ02,Life1生活廣場台南館,DC,118.86
2024-Q2,BZ00,台隆賓士_台北濱江,DC,80.47
2024-Q2,BZ01,賓航賓士_新北中和,DC,110.63
2024-Q2,BZ02,賓泓賓士_台南(南區),DC,38.55
2024-Q2,BZ03,德冠賓士_高雄,DC,128.51
2024-Q2,BZ04,中彰賓士_台中,DC,104.36
2024-Q2,BZ05,中華賓士_台北關渡,DC,110.42
2024-Q2,BZ06,中華賓士_桃園,DC,76.72
2024-Q2,BZ07,中華賓士_台中河南,DC,132.37
2024-Q2,BZ08,中華賓士_台南(永康區),DC,47.47
2024-Q2,BZ09,中華賓士_高屏,DC,57.34
2024-Q2,BZ10,中華賓士_花蓮,DC,30.84
2024-Q2,BZ11,中華賓士_台北內湖,DC,140.66
2024-Q2,BZ12,台明賓士_新北三重,DC,100.77
2024-Q2,BZ13,聯立賓士_新竹,DC,101.09
2024-Q2,BZ14,聯立賓士-中壢,DC,122.98
2024-Q2,BZ15,中華賓士_台中(西屯區),AC,4.6
2024-Q2,BZ16,中華賓士_北台中,AC,9.9
2024-Q2,BZ17,中華賓士_彰化員林,AC,2.14
2024-Q2,BZ18,中華賓士_嘉義,AC,0.7
2024-Q2,BZ19,中華賓士_台北南港,AC,10.76
2024-Q2,BZ20,中華賓士_高雄中山,AC,13.58
2024-Q2,BZ21,裕賓賓士_宜蘭,DC,44.05
2024-Q2,EA00,屏東光隅民宿,AC,1.45
2024-Q2,EA01,高雄華園親子飯店草衙館,AC,21.01
2024-Q2,EA02,桃園華泰名品城(二期),AC,86.58
2024-Q2,EA03,桃園華泰名品城(三期),AC,31.83
2024-Q2,EA04,高雄星澄風旅,AC,6.6
2024-Q2,EA05,台北市文山運動中心,AC,9.72
2024-Q2,EA06,台中巨大集團全球營運總部,AC,2.84
2024-Q2,EA07,新北大板根森林溫泉酒店,AC,5.22
2024-Q2,EA10,礁溪冠翔泉旅,AC,4.99
2024-Q2,EA11,基隆樂利停車場,AC,4.36
2024-Q2,EA19,臺灣永光化學公司第四廠,AC,2.53
